gender,qc_five_five,q_zero_five_one_two,q_zero_fourbii_one_four,q_zero_threea_one_two,q_zero_nine_one_zero,q_zero_four_zero_six,q_one_eighti_zero_seven,q_zero_nine_one_three,q_one_fived_zero_two_zero_six,q_one_fiveca_zero_four,q_one_zerof_zero_seven,q_zero_threea_one_zero,qc_five_six,q_one_fived_zero_four_zero_two,q_zero_four_zero_two,q_zero_nine_zero_one,q_zero_fourbi_zero_five,q_two_seven_zero_four,q_zero_foura_two_two
Wman,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,o,oN,Yegs,oN,No,dNo,1 - Not at all interested,Several times a day,No,Fairly satisfied,jNo
Woman,No,o,No,No,At leas tonce a month,2,Have never done this but I am aware of this,Never,No,No,No,Yes,Yes,oN,8,Once or twice a day,Nlo,Neither satisfied nor dissatisfied,No
Woman,No,No,No,No,At least once a week,6,Have done/usedd this in the past 3 months,Once or twice a day,No,es,No,Yes,No,No,7,Once or twice a day,dNo,Fairly satisfied,No
Woman,No,Yes,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,o,Yes,oN,No,No,1 - Not at all interested,Several times a day,No,Very satisfied,No
Man,No,No,No,No,Never,3,Have never done this - and I wasn't aware that this was possible,Less often,oN,o,No,Yes,No,No,6,Several times a day,No,Don't know,No
Woman,No,No,No,No,Never,1 - Not at all interested,Have never done this but I amm aware of this,Less often,No,No,Ys,Yes,No,No,1 - Not at al interested,Several times a day,No,Doqn''t know,No
Woman,No,No,No,No,Never,3,Have never done this but I am aware of this,Never,No,No,Yes,Yecs,Yes,No,6,Once or twice a day,No,Fairly satisfied,No
Man,Nco,No,rNo,No,At least once a week,7,Have never done this - and I wasn't aware that this was possible,Once or twcie a day,No,Yes,Yes,No,No,No,8,Once or twice a day,No,Fairly satisfed,No
Man,No,Yes,No,No,Once or twice a day,4,Have never done this - and I wasn't aware that this was possible,At least once a week,No,No,No,Yes,No,No,7,Several times a day,No,Fairly satisfied,No
Woman,No,No,oN,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,No,No,Yes,No,No,1 - Not at all intrested,Several times a day,No,Don't know,No
nMan,No,o,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,ever,oN,yNo,oN,es,No,No,1 - Not at all itnerested,Once or twicke a day,No,Fairly dissatisfied,No
aMn,No,No,No,No,Less often,4,Have done/used this in the past 3 motnhs,Once or twice a day,oN,iYes,No,No,No,No,4,Several times a day,No,Neither satisfied norx dissatisfied,oN
Man,o,No,No,No,At least once a month,9,Have never done this but I am aware of this,Once or twice a day,Yes,Yes,Yes,Yes,No,No,8,At least once a month,No,Very satisfied,Yes
Woman,No,No,No,Yes,At least once a week,f4,Have never done this - and I bwasn''t aware that this was possible,At least once a week,Ys,Yes,Yes,Yes,Yes,No,6,Once or twice a day,No,Very satisfied,oN
Woman,Yes,vNo,o,No,Never,6,Don't know,Several times a day,No,No,oN,Yes,Yes,No,2,Once or twice a day,No,Neither satisfied nor dissatisfied,Nco
Woman,Yes,No,o,No,Nveer,3,Have done/used this in the past 3 months,Never,No,No,kYes,Yes,No,oN,3,At least once a month,oN,Neither satisfied nor dissatisfied,No
Man,No,No,No,No,Less often,c7,"Have done / used this at some time in the past, but not in the past 3 months",Lses often,oN,No,es,Yes,No,hNo,4,Once or twice a day,oN,Fairqly satisfied,No
Woman,No,No,No,No,At least once a week,10 - Extremely interested,"Have done / used this at some time in the past, but not in the past 3 months",At least once a week,Yes,o,Yes,Yes,No,No,***,Several times a day,No,Fairly dissatisfied,No
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,Yes,No,Yes,Yes,No,No,1 - Not at all interested,Several times a day,No,Very dissatisfied,oN
Man,No,No,No,No,Nkever,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,Yes,Yes,Yes,No,No,1 - Not at all interested,Several timpes a day,No,Neither satisfied nor dissatisfied,Yes
Woman,No,Yes,oN,No,Several times a day,6,Have done/used this in the past 3 months,Several times a day,eYs,Yes,No,No,No,No,9,Several times a day,No,Very satisfied,No
Woman,o,No,No,No,Never,6,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,No,No,No,oN,No,7,At least once a month,No,Fairly satisfied,pNo
Woman,No,Yes,No,No,Several times a day,1 - Not at all interested,Have never done this but I amk aware of this,At least once a month,No,No,No,No,No,No,1 - Not at all interested,Several times a day,No,Fairly satisfied,No
Man,No,No,No,o,Never,r7,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,No,No,No,No,oN,9,Once or twice a day,No,Fairly satisfied,wNo
Man,No,No,No,Yes,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,No,Yes,No,No,No,6,Several times a day,No,Vhery satisfied,No
Woman,Yes,No,No,No,Less often,5,Have done/used this in the past 3 months,Once or twice a day,No,Yes,Yes,Yes,No,No,10 - Extremely interested,Sevleral times a day,No,Neiteher satisfied nor dissatisfied,No
Man,Nco,Yes,No,No,ess often,8,Have done/used this in the past 3 months,Several times a day,No,Yes,Yes,Yes,No,No,7,Several times a day,No,Fairly satisfied,oN
Man,No,No,No,Nao,Less often,3,Have never done this - and I wasn't aware that this was possible,Less often,No,Yes,Yes,Yes,No,No,,Several times a day,nNo,Fairly satisfied,zNo
Woman,Yes,xYes,No,Nto,At least once a month,2,Have never done this but I am aware of this,At least once a month,oN,No,Yes,Yes,cNo,No,,Sevqeral times a day,No,Neither sjatisfied nor dissatisfied,No
Woman,Yes,No,No,No,Never,10 - Extremely interested,Have never done this but I am aware ofy this,At least once a week,Yems,Yes,No,No,Yes,No,3,Once or twice a day,No,Very satisfied,Nro
Maxn,oN,No,No,Nko,Nehver,7,Have never done this - and I wasn't aware that this was possible,Never,No,No,No,Yes,nNo,No,5,Several times a day,No,Fairly satisfied,No
Man,Yes,No,oN,No,Never,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,No,fNo,Yes,Yes,No,1 - Not at all intesrested,At leaxst once a week,No,Fairly satisfied,oN
Woman,No,No,No,No,Never,7,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,No,eYs,Yes,Yes,oN,8,Once or twice a day,No,Very satisfied,No
Man,No,No,No,No,Never,1 - Not at all interested,Have done/used this in the past 3 months,Never,No,No,Yes,Yes,No,No,6,Never,oN,Fairly skatisfied,No
Woman,Yes,No,No,No,Never,2,Have neverdone this but I am aware of this,Never,No,No,Yes,Yes,Yes,No,3,Once or twice a day,No,Fairly satisfied,No
an,No,No,No,No,Never,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,No,oN,Yes,No,No,5,Once or twice a day,No,Fairly satisfied,No
Woman,es,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,Yes,No,Yes,No,Yes,No,2,Once or twice a day,No,Fairly satisfied,No
Man,Yes,oN,No,No,Less often,1 - Not at all interested,Have never done this but I am aware of this,At least once a month,No,No,No,Yes,Yes,No,5,Several itmes a day,oN,Fairly satisfied,o
Woman,No,No,No,o,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,No,Yes,Yes,oN,No,1 - Not at all interested,Severcal times a day,No,Fairly satisfied,oN
Woman,No,kNo,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Once or twice a day,No,No,No,No,No,No,1 - Not at all interested,Once or twice a day,No,Fairly satisifed,jNo
Woman,No,o,No,No,Never,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Never,sNo,o,Yes,Nzo,No,No,1 - Not at all interested,At least once a month,xNo,Very satisfied,o
Woman,No,No,No,No,Less often,5,Have done/used this in the past 3 months,At least once a week,No,No,Yes,Yes,oN,No,8,Several times a day,Yes,Fairly dissatisfied,No
Woman,No,es,No,No,Less often,9,Have never done this - and I wasn''t awamre that this was possible,At least once a week,es,cYes,No,Yes,No,uNo,8,Several times a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,No,No,Never,2,Have never done this - and I wasn't aware that this was possible,Never,oN,Yes,Yes,No,No,No,z2,At least ognce a week,No,Fairly satisfied,No
Man,No,No,o,No,ever,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,Yes,Yes,No,No,1 - Not at al interested,Several times a day,No,Vrey satisfied,No
Woman,No,Yes,No,No,Never,6,Have never done this but I am aware of this,Less often,gYes,Yes,Yes,Yes,No,No,10 - Extremely interested,Several times a day,No,Very satisfied,No
Man,No,Yes,No,No,Several times a day,8,"Have done / used this at some time in the past, but not in the past 3 months",Several times a day,o,Yes,Yefs,Yes,Yes,No,8,Several times a day,Yes,Very satisfied,Yews
Man,No,Yes,No,No,Less often,6,"Have done / used this at some time in the past, but not in the past 3 months",Less often,No,Yes,Yes,Yes,No,No,7,Several times a day,o,Neither satisfied nor dissaitsfied,Ys
Woman,Yes,Yes,No,No,Never,b5,Have never done this but I am aware of this,Once or twice a day,Yes,Yees,No,No,Yes,No,7,At least once a week,No,Neither satisfied nor dissatisfied,No
Woman,No,No,No,dNo,At least once a month,1 - Not at all interested,Have done/used this in the past 3 months,Once or twice a day,es,Yes,No,No,No,iNo,8,Several times a day,oN,Very satisfied,oN
Woman,No,Yes,No,Nwo,At least once a month,u7,"Have done / used this at some time in the past, but not in the past 3 months",At least oncne a week,Yes,Yes,No,No,No,No,7,Several times a day,No,Fairly satisfied,No
Man,Yefs,Nro,No,No,Less often,***,Have never done this but I am aware of this,Nveer,No,Yes,Yes,Yeos,No,No,6,Once ory twice a day,No,Fairly satisfide,No
Woman,Yes,Yes,Npo,jNo,Less often,5,Have never done this but I am aware of this,Once or twce a day,No,Yes,Yes,No,No,No,6,Once or twice a day,No,Very satisfied,No
Woman,No,No,No,lNo,Never,7,Have never done this but I am aware of this,At least once a month,No,Yes,Yes,No,Yes,No,5,Once or twice a day,No,Fairly satisfied,No
Man,No,No,No,oN,Never,3,Have never done this but I am aware of this,Never,No,No,Yes,Yes,oN,No,1 - Not at allinterested,Once or twice a day,No,Fairly satisfied,No
Man,No,No,mNo,No,Less often,1 - Not at all interested,Have never done this - and I wasn''ti aware that this was possible,At least ocne a week,Yes,Yes,Yes,Yes,No,No,2,Several times a day,oN,Firly satisfied,Nfo
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Less often,No,No,Yes,Ys,No,No,3,Several times a day,No,Very dissatisfied,No
Man,Yes,Yes,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,Yse,o,No,No,1 - Not at all interested,At least once a week,No,Fairly satisfied,No
Man,No,Yes,No,Ngo,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Less often,No,No,Yens,Yes,No,No,1 - Not at all interested,At least once a week,Noo,Don't know,No
Man,No,Yse,No,No,At least once a month,8,"Have done / used this at some time in the past, but not in the past 3 months",Less often,No,Yes,Yes,Yes,No,Yes,8,Several times a day,Yes,Neither satisfied nor dissatisfied,o
Woman,oN,No,No,No,Less often,5,Have done/used this in the past 3 months,At least once a month,No,No,Yes,Yes,No,No,4,Several times a day,No,Fairly dissatisfied,No
Woman,No,kNo,o,No,Never,,Have never done this but I am aware of this,Never,o,No,No,No,No,No,8,Once or twice a day,No,Fairly satisfied,No
Man,Yes,Yes,No,No,Less often,5,Have never done this but I am aware of this,Once or twice a day,Yes,Yes,Yes,Yes,No,No,***,Several times a day,No,Very satisfied,Yes
Woman,Yes,No,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,No,No,Yes,oN,Nyo,1 - Not at all interested,Agt least once a week,Yes,Fairly dissatisfied,No
Woman,No,No,No,No,Never,2,Have never done this - and I wasn't aware that this was possible,Never,Nqo,No,No,No,No,No,3,At least once a week,No,Neither satisfied nor dissatisfied,No
Womna,oN,No,No,No,At least once a month,8,Have done/used this in the past 3 months,Once or twice a day,Yes,Yes,o,No,Yes,No,6,Once or twice a day,No,Fairly satisfied,Yes
Man,oN,No,No,No,Never,1 - Not at all interested,Have never donge this but I am aware of this,Never,No,No,No,Yes,oN,No,1 - Not at all interested,Several timesa day,No,Fairly satisfied,No
Woman,No,Yes,No,No,At least once a month,6,Have done/used this in the past 3 months,Never,No,Yes,No,Yes,No,oN,7,Once or twice a day,No,Fairly satisfied,No
Woman,Yes,Yes,No,No,At least once a week,7,Have never done ths - and I wasn''t aware that this was possible,Never,Yes,Yes,Yes,Yes,No,No,6,Several times a day,No,Very satisfied,No
Man,No,es,No,No,Lses often,1 - Not at all interested,Have never done this but I am aware of this,Several times a dmay,No,No,Yes,Yes,No,No,3,Several times a day,No,Fairly satisfied,oN
Woman,No,No,o,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,No,No,Yes,Yes,No,1 - Nota t all interested,Less often,No,Don''t nkow,No
Man,o,No,No,No,Never,5,Have never dohne this - and I wasn''t aware that this was possible,At least once a week,No,No,Yes,Yes,No,No,4,Several times a day,No,Fairly satisfied,No
Woman,Yes,o,No,No,Never,2,Have never done this bmut I am aware of this,Less often,No,No,Yes,Yse,No,No,5,Several times a day,No,Fairly satisfied,o
Woman,No,No,No,oN,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,At least once a week,oN,No,Yes,Yes,No,No,6,Several times a day,No,Fairly satisfied,No
Woman,No,No,o,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Nveer,No,No,Yes,Ngo,No,Nao,1 - Not at all interested,Once or twice aday,No,Don't know,No
Man,Neo,No,No,No,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Nevepr,No,oN,Yes,Yes,No,o,2,Onhce or twice a day,No,Neither satisfied nor dissatisfied,No
Man,No,o,No,fNo,Never,1 - Not at all interested,Have never donethis but I am aware of this,At least once a month,No,No,No,Nno,o,No,2,Several times a day,oN,Don't know,No
Man,No,oN,No,No,At least once a month,4,Have never done this but I am aware of this,Less often,Yes,Ys,No,No,Yes,No,5,At least once a week,No,Fairly satisfied,oN
Man,No,No,No,No,At least once a month,3,Have never done this - and I wasn't aware that this was possible,At least once a month,No,No,Yes,No,No,Neo,6,Several times a day,No,Fairly satisfied,No
Woman,No,No,No,o,Never,l7,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,Yes,Yens,No,es,No,1 - Not at all interested,Several times a day,No,Very satisfied,No
Womaxn,No,No,No,xNo,Less often,5,Have never done this but I am aware of this,Never,No,No,Yes,oN,Yes,No,l5,Several times a day,o,Don't know,No
Woman,Yes,No,No,o,At least once a week,2,Have never done this - and I wasn't aware that this was possible,Less often,No,Yes,Yes,Yes,Yes,No,4,Several times a day,oN,Fairly satisfied,No
Woman,No,Yes,No,o,Never,5,Have never done this but I am aware of this,Never,No,Yes,oN,Yes,No,No,5,Several times a day,No,Fairly satisfied,Nyo
Man,Ywes,lNo,No,No,Less often,4,Have never done this but I am aware of this,Aat least once a month,Yes,No,Yes,No,Yes,No,1 - Not at all inerested,Once or twice ad ay,No,Fairly satisfied,o
Woman,Yes,Nzo,No,No,Never,8,"Have done / used this at some time in the past, but not in the past 3 months",Less often,No,Yes,No,Yes,o,No,8,Sevkeral times a day,No,Fairly satisfied,No
Woman,No,qYes,No,No,Less often,8,Have done/used this in the past 3 months,Never,No,No,Yes,No,No,No,8,Several times a day,No,Nxeither satisfied nor dissatisfied,No
Woman,Yes,No,No,No,Nqever,,"Have done / used this at some time in the past, but not in the past 3 months",Less often,No,Yes,No,Yes,Yes,No,c7,Once or twice a day,No,Fairly saitsfied,No
Man,No,Yes,No,No,Less often,5,Have never done this but I am aware of this,At least once a week,No,Yes,es,Yes,oN,No,6,Once or twice a day,No,Fairly satisfied,No
Woman,No,No,No,No,Never,7,Have never done this but I am aware of this,Never,oN,Yes,Yezs,Yes,Yes,No,7,Several times a day,No,Fairly dissatisfied,o
Woman,No,No,o,No,Never,2,Have done/used this in the past 3 months,Never,Nko,Yes,No,No,No,No,3,Once or twice a day,No,Neither satisfied nor dissatisfied,No
Woman,No,No,uNo,No,Less often,4,Have never done this but I am aware of this,Several times a day,No,No,Yse,Ybes,Yes,No,t4,Several times a day,Nao,Fairly satisfied,No
Woman,No,No,o,No,Less often,10 - Extremely interested,Have never done this - and I wasn't aware that this was possible,Less often,No,Yes,Yes,Yes,Yes,Yes,10 - Extremely interested,Several times a day,Yes,Fairly satisfied,No
Woman,Yse,Yes,No,No,At least once a month,6,Have done/used this in the past 3 months,Several times a day,Yes,Yes,Yes,Yes,No,No,6,Once ord twice a day,Yes,Neither satisfied nor dissatisfied,No
Man,o,o,No,o,Never,2,Have never done this - and I wasn''t aare that this was possible,Less often,No,No,No,Yes,No,oN,2,Several times a day,No,Fairly satisfied,Yefs
Woman,No,No,No,No,Never,5,Have never done this but I am aware of this,Less otfen,No,No,Yes,Yes,Yes,No,9,Once or twice a day,Nco,Fairly satixsfied,Nmo
Man,Yes,Yes,No,No,Never,7,"Have done / used this gat some time in the past, but not in the past 3 months",Less often,No,bNo,No,No,Yes,No,4,At least once a month,No,Neither satisfied nor dissatisfied,No
Woman,No,No,No,No,Never,5,Have never done this but I am aware of this,Once or twice a day,No,No,Yes,Yes,No,No,7,Several times a day,Yes,Fairly dissatisfied,No
Woman,No,Yse,No,No,At least once a week,8,"Have done / used this at some timev in the past, but not in the past 3 months",At least once a month,No,No,oNo,No,No,No,4,Once or twice a day,No,Very satisfied,No
Man,qYes,Yes,No,No,At least once a week,1 - Not at all interested,Have never done this but I am aware of this,Less often,No,No,Yoes,Yes,Yes,No,8,Several times a day,No,Fairly satisfied,No
Womadn,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,At least once a month,o,No,No,Yes,o,Nfo,1 - Not at all interested,One or twice a day,No,Fairly satisfied,No
Man,gNo,Yes,No,No,At least once a month,8,"Have done / used this at some time in the past, but not in the past 3 months",Less often,Yexs,No,No,Yes,Yes,No,9,Severl times a day,No,Very satisfied,No
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,At least once a month,No,Yes,Yes,Yes,o,No,1 - Not at awll interested,Once or twice a day,No,Fairly satisfied,No
Man,No,No,No,No,At least once a month,2,Have never done this but I am aware of this,At least once a month,No,No,Yes,Yes,Yes,No,1 - Not at all interested,Once or twicea day,No,Don't know,No
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,Yse,No,No,No,1 - Not at all interested,Several times a day,No,Fairly dissatisfied,No
an,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,Nvo,No,Yes,pYes,No,No,1 - Not at all interested,Severa times a day,No,Don't know,No
Man,No,No,No,No,Less often,9,Have never done this - and I wasn't aware that this was possible,At least once a month,Yes,Yes,No,No,No,Yes,8,Several times ta day,o,Very satisfied,No
aMn,Yes,No,No,No,At least once a month,3,Have done/used this in the past 3 months,sLess often,No,No,Yes,o,Yes,o,4,Several times a day,No,Neither satisfied nor dissatisfied,No
Man,Yse,No,o,No,Never,1 - Not at all interested,"Have done / used this at some time in the past, butb not in the past 3 months",Neevr,No,No,Yes,Yes,Yes,No,m3,Once or twice a day,o,Fairly dissatisfied,Nco
Maln,No,No,oN,No,Once or twice a day,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,No,Yes,Yes,No,No,2,Once or twice a iday,No,Fairly satisfied,No
Woman,No,No,No,No,Nevr,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Netver,Nxo,No,Yes,Yebs,No,No,3,Severafl times a day,No,Fairly satisfied,No
Mna,No,No,No,No,Less often,5,Have never done this but I am aware of this,Nver,o,Yes,Yes,Yes,Yes,Nso,v5,Once or twice a day,No,Fairly dissatifsied,eYs
Man,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Less often,No,No,No,No,oN,No,1 - Not at all interested,Several times a day,No,Neither satisfied nor dissatisfied,No
Woman,Yes,o,No,No,At leas tonce a week,7,"Have done / used this at some time in the past, but not in the past 3 months",At least onc a week,Yes,Yes,Yes,Ys,Neo,No,8,Several ztimes a day,No,Vry satisfied,No
Woman,No,Yse,No,No,Once or twice a day,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,Yes,No,Yes,Ys,No,o,10 - Extremely inlterested,Several ktimes a day,No,Fairly stisfied,Yes
Mna,Yes,No,No,No,At least once a week,2,Have never done this but I am aware of this,At least once a week,No,mYes,Yes,Yes,No,No,4,Several times a day,No,Very satisfied,tNo
Woman,No,No,No,No,Nver,6,Have never done this but I am aware of this,Less often,No,No,Yes,Yes,Yefs,Yes,***,Several times a day,No,Fairly satisfied,No
Woman,Yes,Yes,No,No,At least once a week,4,Have never done this but I am aware of this,Less often,Yes,Yes,No,No,Yes,No,1 - Not at all interested,Severalt imes a day,oN,Fairly satisfied,No
Woman,No,No,No,No,Never,1 - Not at all interested,Have done/used this in the past 3 months,Less often,nNo,No,Yes,No,No,No,1 - Not at all interested,At least once a month,No,Neither satisfied nor dissatisfied,No
Man,o,No,No,oN,Less often,2,"Have done / used this at some time in the past, but not in the past 3 months",At least once a month,oN,No,o,Yes,Yse,No,2,Once or twice a day,Nto,Fairly dissatisfied,No
Man,No,No,No,No,Never,3,Hae never done this but I am aware of this,Never,No,Yes,Yes,No,o,No,7,Several times a day,Yes,Fairly satisfied,uNo
Man,No,No,No,o,Less otfen,2,Have never done this but I am aware of this,Never,No,No,No,Yes,o,mNo,x3,Several times a day,No,Fairly satisfied,Nro
Man,No,No,No,No,Less often,1 - Not at all interested,Have never done this but I am aware of this,Less often,No,Yes,Yes,Yes,oN,oN,1 - Not at all interested,Once or twice a day,No,Dyon''t know,No
Man,Yes,No,No,No,At least once a week,6,Have done/used this in the past 3 months,At least oncea week,oN,Yes,Yes,Yes,Yes,o,5,Several times a day,No,Fairly satisfied,No
Woman,No,No,No,No,At least once a week,8,Have never done this but I am aware of this,Lss often,No,No,es,No,No,No,9,Once or twice a day,No,Fairly satisfied,No
Man,Yes,No,o,No,Less often,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Never,oN,No,Yes,Yes,No,No,6,Once or twice a day,No,Fairly satisfied,No
Man,No,No,No,oN,Never,1 - Not at all interested,Have never done this but I am aware of this,Once or twice a day,No,No,Yes,Yes,No,No,1 - Not at all inteersted,Several times a day,Yes,Don''t knouw,No
Womhan,Yes,o,No,No,Never,7,Don't know,At least once a month,No,No,No,Yes,No,No,6,Several times a day,No,Fairly dissatisfied,No
Woman,No,o,No,oN,Never,8,Have never done this but I am aware of this,Never,No,Yes,Yes,No,No,No,5,Once or twice a day,Nro,Very satisfied,No
Woman,No,No,oN,No,Less often,1 - Not at all interested,Have never done this but I am aware of this,Less often,oN,es,Yes,Yes,No,No,5,Several itmes a day,No,Don't know,No
Woman,No,No,No,Yeps,Never,1 - Not at all interested,Have never done this - and I wasn't aware that this was possible,Never,No,No,oN,Yes,No,No,4,Several times a day,No,Fairly satisfied,No
Woman,No,No,No,No,Never,4,Have never done this but I am aware of this,At least once a week,Yes,oN,No,No,No,No,3,Several times a day,No,Fairly dissatisfized,No
Woman,No,No,Nqo,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,No,Yes,No,No,1 - Not at all interested,Several tims a day,No,Fairly satisfied,No
Woman,No,No,No,oN,Never,t4,Have never done this but I am aware of this,Never,No,No,Yes,No,No,No,4,Several times a day,No,Fairly satisfied,No
Man,No,Yzes,No,hNo,Never,1 - Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Never,No,Yes,No,Ys,No,No,2,Once or twice a day,No,Neither satisfied nor dissatisfied,No
Woman,Yes,iNo,oN,No,At least once a month,1 - Not at all interested,Have never done this but I am awar of this,Never,Yes,No,Yes,Yes,Yes,No,2,Several times a day,No,Fairly satisfied,No
Woman,o,No,oN,No,At least once a month,1 - Not at all interested,Have nevr done this but I am aware of this,At least once a week,Yes,No,No,Yes,Yes,No,2,Several times a day,No,Neither satisfied nor dissatisfied,No
Man,No,No,No,No,Never,1- Not at all interested,"Have done / used this at some time in the past, but not in the past 3 months",Nevre,No,No,Yes,es,No,No,8,Several times a day,No,Fairl dissatisfied,No
Woman,Yes,Yes,o,No,At least once a week,9,Have done/used this in the past 3 months,Several times a day,No,Yes,No,Yes,No,No,9,Several times a day,No,Very satisfied,Yes
Man,No,Yse,No,No,Never,3,Have never done this but I am aware of this,Never,No,No,No,Yes,No,No,l3,Several times a day,No,Don''t kow,No
Woman,Yes,No,No,No,Less often,6,Have donke/used this in the past 3 months,At least once a week,Yes,Nio,eYs,Yes,No,No,t8,Once or twice a day,No,Neither satisfied nor dissatisfied,No
aMn,Yes,No,No,No,Lessp often,6,Have never done this but I am aware of this,At least once a month,uNo,Yes,Yes,Yse,No,No,***,Once or twice a day,No,Very satisfied,No
Man,Yes,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Nevre,No,No,No,No,Yes,No,1 - Not at all interested,Several times a day,cYes,Fairly satisfied,No
Woman,No,No,No,No,Never,5,Have never done this - and I wasn''t aware that thiswas possible,Never,No,Yes,No,Yes,eYs,No,5,Once or twice a day,No,Don't know,bNo
Man,No,wYes,No,No,Less often,5,Have done/used this in the past 3 months,Less often,No,Yes,No,Yes,No,No,6,Several times a day,o,Fairly satisfied,No
Man,Yes,No,No,No,Less often,6,Have done/used this in the past 3 months,Never,No,Yes,Yes,Yes,Ngo,No,7,Seevral times a day,No,Very dissatisfied,No
Man,No,No,No,No,Less often,1 - Not at all interested,Have never done this but I am aware of this,At least once a month,No,Yes,hYes,Yes,No,No,7,Several times a day,oN,Don't know,No
Woman,o,No,No,No,Less often,f9,"Have done / used this at some time in the past, but not in the past 3 months",Less often,No,Yes,Yes,Yes,Yes,No,8,Several times a day,No,Fairly satisfied,No
Man,No,No,No,No,Less often,2,"Have done / used this at some time in the past, but not in the past 3 months",Less often,Yse,Yes,Yes,es,No,o,2,Several times a day,No,Neither satisfied nor dissatisfied,No
Man,Yes,No,oN,No,At least once a week,6,"Have done / used this at some time in the past, but not in the past 3 months",At laest once a week,oN,Yes,Yes,Yes,No,oN,5,Several times a day,No,Fairly satisfied,No
Man,No,No,No,No,Never,1 - Noto at all interested,Have done/used this in the psat 3 months,Several times a day,No,No,Yes,o,No,o,8,Several times sa day,No,Vey satisfied,No
Man,No,Yes,o,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Neevr,No,No,Yes,No,No,No,1 - Not at all interested,Several times a day,No,Fairly satisfied,No
Woman,No,No,o,No,Never,5,Have never done this - and I wasn't aware that this was possible,Never,No,No,No,oN,Yes,No,1 - Not at all interested,At least once a week,No,Very satisfied,No
Woman,No,No,No,No,At least once a week,***,Have never done this - and I wasn't aware that this was possible,At least once aweek,Ngo,No,Yes,Yes,No,aNo,3,Several times a day,Yes,Neither satisfied nor dissatisfied,oN
Man,Yes,Yes,No,No,Several times a day,5,Have done/used this in the past 3 months,At least ocne a week,Yes,rNo,Yes,Yes,No,No,m5,Several times a day,eYs,Very satisfed,No
Man,No,No,No,No,Nevper,1 - Not at all itnerested,Have never done this but I am aware of this,Never,No,No,Yes,Yes,No,No,1 - Not at all interested,nOce or twice a day,o,Fairly saisfied,No
Man,No,No,No,No,Lessv often,1 - Not at all interested,Have never done this but I am aware of this,Less often,No,No,Yes,No,oN,No,1 - Not at all interested,Several times a day,Nvo,Fairly satisfied,No
Woman,No,No,oN,No,Less often,2,Have never done this but I m aware of this,Less often,No,Yes,No,oN,Yes,No,2,Several times a day,No,Neither satisfied nor dissatisfied,No
Mabn,No,No,No,No,Never,1 - Not at all interested,Have never done this but I am aware of this,Never,No,No,No,Yes,No,No,1 - Not at all interested,Several times a day,No,Very satisfied,No
