peoplewithcontactwithinreviewperiod,clusterdays,maxcontactstoinitialclusterassignment,mindaysinendedclusterepisodes,maxdaystoinitialclusterassignment,dischargesfromhospitalnetfollowedupwithin_sevendays,oncpa,clusterepisodesendednetwith_ho_nos
*,170,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
420,12655,*,658,*,*,65.3,*
*,*,*,*,*,*,*,*
1350,41400,6,1,200,*,*,40
*,*,*,*,*,*,*,*
175,5505,33,1,125,*,10.9,10
*,*,*,*,*,*,*,*
15,365,*,*,*,*,73.3,*
*,*,*,*,*,*,*,*
*,90,*,*,*,*,*,*
5,205,*,1,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,270,*,*,*,*,*,*
430,13025,8,1,209,10,87.9,25
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
15,530,*,*,*,*,*,*
*,40,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
990,30310,4,1,751,*,0.8,60
*,30,*,*,*,*,*,*
*,10,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,330,*,3,*,*,55.6,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
10,370,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,180,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,360,*,*,*,*,*,*
*,*,*,*,*,*,*,*
40,1785,*,4,*,*,58.2,5
*,30,*,*,*,*,*,*
*,90,-,*,-,*,*,*
7220,283875,104,-,801,10,45.3,290
30,940,*,*,*,*,83.3,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,150,*,*,*,*,100,*
40,1430,10,13,27,*,11.4,*
90,2565,*,*,*,*,39.3,*
50,1560,*,*,*,*,70.9,*
60,1890,*,*,*,*,50.8,*
*,*,*,*,*,*,*,*
5,160,*,*,*,*,*,*
115,3450,*,*,*,*,8.6,*
*,*,*,*,*,*,*,*
*,40,*,*,*,*,*,*
40,1395,*,*,*,*,10.9,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,120,*,*,*,*,*,*
60,1870,*,1,*,*,12.9,5
-,30,*,*,*,*,*,*
*,40,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,*,*,*,*,*,*,*
120,6240,*,113,*,*,*,*
*,30,*,*,*,*,*,*
*,120,*,*,*,*,*,*
*,30,*,*,*,*,*,*
95,3020,83,66,54,*,73.5,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,110,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
130,3885,*,*,*,*,84.6,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5990,184055,45,-,783,25,13.5,275
*,90,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
20,630,*,*,*,*,28.6,*
10,485,*,*,*,*,*,*
-,10,*,*,*,*,*,*
*,*,*,*,*,*,*,*
35,1330,*,180,*,*,86.8,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
40,1480,*,9,*,*,10.2,*
15,445,*,*,*,*,35.7,*
35,1715,*,*,*,*,35,*
45,1385,*,17,*,*,100,5
55,1710,5,2,331,*,*,*
*,30,*,*,*,*,*,*
*,180,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,45,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,150,*,*,*,*,*,*
160,4540,*,31,*,*,71.4,5
-,*,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,30,*,*,*,*,*,*
130,5100,-,22,-,*,7,*
20,655,*,*,*,*,*,*
110,3490,4,4,654,*,9.5,10
170,5240,*,1,*,*,65.5,*
*,*,*,*,*,*,*,*
*,70,*,*,*,*,*,*
100,3010,*,22,*,*,69.7,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
35,1095,4,1,57,*,81.6,*
*,30,-,*,-,*,*,*
60,1980,*,*,*,*,12.1,*
*,120,*,*,*,*,*,*
30,1215,*,*,*,*,38.7,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
20,1060,*,*,*,*,*,*
80,2280,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
50,1530,*,*,*,*,13.5,*
40,1255,*,19,*,*,19,*
10,305,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
30,865,*,*,*,*,31,*
335,10515,11,1,327,*,16.5,15
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,80,*,*,*,*,*,*
*,120,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,200,*,*,*,*,*,*
*,*,*,*,*,*,*,*
245,10010,5,19,115,*,19.8,*
*,190,*,*,*,*,*,*
70,2020,*,3,*,*,15.9,*
-,15,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,160,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
15,440,*,*,*,*,64.7,*
*,30,*,*,*,*,*,*
-,5,*,*,*,*,*,*
-,10,*,*,*,*,*,*
120,13085,*,*,*,*,43.9,*
*,150,*,*,*,*,*,*
*,30,*,*,*,*,*,*
105,3120,*,*,*,*,80.8,*
*,60,-,*,-,*,*,*
135,4425,4,1,130,*,20.8,*
80,2290,2,1,1,*,*,10
130,4630,*,77,*,*,*,*
870,26625,4,1,791,*,*,20
10,405,*,*,*,*,53.8,*
205,6135,50,30,231,*,84.5,*
*,*,*,*,*,*,*,*
15,595,*,*,*,*,76.5,*
770,23435,*,4,*,15,36.1,25
*,30,*,*,*,*,*,*
*,30,-,*,-,*,*,*
*,30,*,*,*,*,*,*
10,215,*,*,*,*,62.5,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
160,9815,7,7,495,*,8.9,10
*,*,*,*,*,*,*,*
*,135,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,45,*,*,*,*,*,*
15,470,*,*,*,*,52.9,*
75,3835,34,1,302,*,9.4,*
270,7825,63,1,238,*,40.9,10
1445,51370,57,-,342,10,17.5,*
95,3050,*,64,*,*,100,*
10,480,*,*,*,*,31.3,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
1460,59680,69,-,609,10,25.1,*
5,205,*,*,*,*,*,*
510,15650,*,1,*,10,77.1,25
*,*,*,*,*,*,*,*
10,240,*,*,*,*,62.5,*
*,30,*,*,*,*,*,*
485,14400,2,1,47,*,*,10
25,1605,3,3,0,*,50.9,*
*,30,*,*,*,*,*,*
1670,67240,104,-,801,*,46.4,55
*,30,*,*,*,*,*,*
30,1120,*,34,*,*,51.4,*
70,2055,28,36,407,*,61.1,*
*,30,*,*,*,*,*,*
60,1810,*,185,*,*,83.3,*
15,505,*,*,*,*,*,*
50,1845,*,27,*,*,*,*
755,23560,3,64,46,*,14,15
*,30,*,*,*,*,*,*
130,4665,20,5,132,*,28.8,5
115,5620,*,26,*,*,10.9,*
160,5645,*,144,*,*,21.4,*
85,2545,*,7,*,*,67.8,*
*,30,*,*,*,*,*,*
10,380,*,1,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,415,*,14,*,*,*,5
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,90,*,*,*,*,*,*
390,11925,2,1,30,*,62.8,25
35,1095,*,*,*,*,88.6,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,150,*,*,*,*,*,*
*,150,*,*,*,*,*,*
*,120,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,55,*,*,*,*,*,*
5,480,*,*,*,*,56.3,*
100,2905,*,*,*,*,80.8,*
*,30,*,*,*,*,*,*
-,*,*,*,*,*,*,*
5,185,*,*,*,*,*,*
*,30,-,*,-,*,*,*
*,30,*,*,*,*,*,*
355,10925,*,*,*,10,89.6,*
*,40,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,110,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
610,19090,3,6,74,10,25.6,10
5,150,*,*,*,*,100,*
90,2760,39,2,48,*,41.5,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
15,975,-,53,-,*,*,*
*,*,*,*,*,*,*,*
*,20,*,*,*,*,*,*
45,1820,*,1,*,*,10,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,35,*,*,*,*,*,*
185,5715,5,1,41,*,5.3,*
140,4405,25,14,287,*,22.6,*
*,*,*,*,*,*,*,*
55,2970,*,*,*,*,12.8,*
675,20685,7,9,67,*,11.1,5
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,80,*,*,*,*,*,*
*,*,*,*,*,*,*,*
180,5465,2,37,1,*,*,10
170,5230,*,231,*,*,32.4,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,45,*,*,*,*,*,*
*,40,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,5,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,180,*,*,*,*,*,*
3990,132155,27,-,466,10,19,65
*,10,*,*,*,*,*,*
-,*,*,*,*,*,*,*
5,230,*,*,*,*,*,*
*,25,*,*,*,*,*,*
75,2505,*,35,*,*,34.5,*
5,210,*,*,*,*,*,*
65,1990,*,2,*,*,9.2,*
*,205,*,1,*,*,*,*
5,210,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
550,18795,4,1,234,*,3,15
85,2480,*,*,*,*,82.4,*
*,30,*,*,*,*,*,*
*,120,*,*,*,*,*,*
-,*,*,*,*,*,*,*
20,595,*,43,*,*,84.2,*
15,630,*,*,*,*,*,*
260,10855,3,1,3,*,82.2,15
555,18070,6,1,204,15,8.6,45
*,60,*,*,*,*,*,*
415,12795,18,1,34,*,76.7,10
*,60,*,*,*,*,*,*
15,1205,*,*,*,*,35,*
*,*,*,*,*,*,*,*
35,1135,*,*,*,*,40.5,*
5,160,*,*,*,*,*,*
*,110,*,*,*,*,*,*
40,1410,2,*,38,*,17.6,5
170,5605,2,21,34,*,20,10
210,7230,*,22,*,*,*,10
*,30,*,*,*,*,*,*
310,12915,8,3,79,*,75.2,10
*,95,*,*,*,*,*,*
5,170,*,*,*,*,*,*
*,*,*,*,*,*,*,*
80,2460,*,*,*,*,71.6,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
560,18520,9,1,882,*,12.3,50
*,90,*,*,*,*,*,*
525,15880,*,4,*,*,59.7,20
730,22670,*,217,*,*,33.7,10
*,30,*,*,*,*,*,*
10,380,-,*,-,*,*,*
120,3990,*,26,*,*,*,*
*,210,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
-,30,*,*,*,*,*,*
*,30,-,*,-,*,*,*
*,120,*,*,*,*,*,*
5,160,*,*,*,*,*,*
5,660,*,*,*,*,*,*
*,215,*,5,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,10,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
5,150,*,*,*,*,*,*
5,415,*,*,*,*,69.2,*
*,30,*,*,*,*,*,*
75,2375,*,*,*,*,37.2,*
*,*,*,*,*,*,*,*
60,2010,*,*,*,*,47.8,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
25,735,*,*,*,*,91.7,*
-,20,*,*,*,*,*,*
-,20,*,*,*,*,*,*
865,26260,34,5,102,10,84.2,35
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,190,*,*,*,*,100,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,150,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
130,4660,2,43,15,*,*,10
140,4640,*,63,*,*,21.7,*
*,60,-,*,-,*,*,*
*,60,*,*,*,*,*,*
3060,93900,44,-,399,25,18.7,170
*,20,*,*,*,*,*,*
165,5205,4,1,8,*,18.2,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,255,*,*,*,*,100,*
*,*,*,*,*,*,*,*
70,2200,16,19,44,*,95.8,*
*,*,*,*,*,*,*,*
*,5,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
150,4685,*,60,*,*,74,*
3290,116280,8,-,891,15,82.4,115
*,90,*,*,*,*,*,*
*,60,*,*,*,*,*,*
5,180,*,*,*,*,100,*
5,255,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
45,1445,*,*,*,*,83,*
35,1220,*,*,*,*,63.4,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
220,8135,*,1,*,5,28.4,*
40,2385,*,*,*,*,25.6,*
5,340,*,2,*,*,*,*
35,2120,14,1,30,*,14.5,5
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
10,515,*,44,*,*,94.7,*
15,435,*,*,*,*,50,*
*,30,*,*,*,*,*,*
230,7250,*,29,*,*,11,*
15,410,*,*,*,*,76.9,*
*,30,*,*,*,*,*,*
460,14555,9,50,63,*,8,5
*,115,*,*,*,*,*,*
*,30,-,*,-,*,*,*
105,3080,*,101,*,*,23.4,*
10,380,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,40,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
15,605,*,*,*,*,25,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
245,8200,4,1,754,5,70,10
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,*,*,*,*,*,*,*
20,650,*,*,*,*,87,*
2155,76960,30,-,473,5,5.9,55
*,10,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
5,150,*,*,*,*,*,*
*,*,*,*,*,*,*,*
195,6055,43,1,347,5,52,*
150,4875,3,32,18,*,21.2,*
*,110,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
75,2390,*,*,*,*,11.3,*
*,90,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
70,2140,*,*,*,*,27.1,*
*,30,*,*,*,*,*,*
-,25,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,40,*,*,*,*,*,*
250,7435,9,260,26,*,61.3,*
*,*,*,*,*,*,*,*
*,80,*,*,*,*,*,*
-,15,*,*,*,*,*,*
*,*,*,*,*,*,*,*
310,9720,10,132,407,*,*,*
*,150,*,*,*,*,*,*
*,20,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,60,*,*,*,*,*,*
30,1160,*,*,*,*,*,*
110,4530,*,*,*,*,34.7,*
*,30,*,*,*,*,*,*
*,150,*,*,*,*,*,*
135,15470,*,*,*,*,73,*
*,*,*,*,*,*,*,*
5,220,*,2,*,*,*,*
55,6220,*,*,*,*,18.7,*
*,50,*,*,*,*,*,*
-,10,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,120,*,*,*,*,*,*
95,2920,*,98,*,*,27.1,5
*,145,*,*,*,*,*,*
195,6185,2,18,13,*,6.8,*
*,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
35,1030,*,*,*,*,*,*
180,7280,*,29,*,*,76.4,5
25,1160,5,9,661,*,57.6,10
75,6095,24,1,678,*,*,*
460,17400,-,2,-,*,4.3,20
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,20,*,*,*,*,*,*
5,290,*,*,*,*,*,*
45,2290,*,29,*,*,31,*
20,785,*,*,*,*,*,*
30,1030,*,*,*,*,38.2,*
480,14830,21,1,147,*,1.3,30
*,145,*,*,*,*,*,*
*,30,*,*,*,*,*,*
55,1865,*,88,*,*,23.3,*
*,50,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,55,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,95,*,*,*,*,*,*
-,*,*,*,*,*,*,*
10,280,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
75,2410,23,1,38,*,28.7,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
25,2140,*,*,*,*,7,*
235,7020,*,1,*,5,32.8,10
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,20,*,*,*,*,*,*
*,*,*,*,*,*,*,*
285,10145,4,1,154,*,5.6,25
*,30,*,*,*,*,*,*
*,40,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
45,1475,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,-,*,-,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,15,*,*,*,*,*,*
170,5145,10,15,134,*,*,10
65,2085,*,173,*,*,66.7,5
*,50,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
180,5785,61,2,49,*,36.9,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
260,8525,39,5,805,*,6.4,10
*,30,*,*,*,*,*,*
105,3270,49,19,43,*,88.8,5
55,1735,*,88,*,*,23.2,*
*,30,*,*,*,*,*,*
*,10,*,*,*,*,*,*
265,8385,22,2,22,*,6.8,10
*,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
2204,155742,127,1,940,29,8.3,216
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
2735,84540,66,-,526,20,40.9,110
*,50,*,*,*,*,*,*
*,100,*,*,*,*,*,*
*,30,*,*,*,*,*,*
20,1380,*,*,*,*,34.8,*
2215,81090,23,-,851,15,10.2,120
*,*,*,*,*,*,*,*
325,9880,2,1,0,5,71,10
*,*,*,*,*,*,*,*
70,2180,*,10,*,*,23.9,5
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
30,1645,*,30,*,*,*,5
45,1315,*,13,*,*,47.7,5
25,975,*,7,*,*,48.5,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
980,30220,14,-,176,10,66.1,70
*,60,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,150,-,*,-,*,*,*
*,60,*,*,*,*,*,*
5,895,*,1,*,*,*,*
5,225,*,*,*,*,*,*
30,1230,*,-,*,*,57.9,*
-,25,*,*,*,*,*,*
*,60,*,*,*,*,*,*
165,7245,*,13,*,*,2.5,*
25,810,*,*,*,*,63,*
*,60,*,*,*,*,*,*
590,17955,*,7,*,5,32.6,15
*,60,*,*,*,*,*,*
10,615,*,20,*,*,44.4,*
*,*,*,*,*,*,*,*
400,12035,*,14,*,*,80.7,20
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,20,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,70,*,*,*,*,*,*
*,15,*,*,*,*,*,*
25,850,*,*,*,*,17.9,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,15,*,*,*,*,*,*
150,4495,*,*,*,*,71.7,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
5,205,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,25,*,*,*,*,*,*
5,270,*,*,*,*,*,*
5,275,*,*,*,*,66.7,*
*,30,*,*,*,*,*,*
180,5475,3,1,341,*,57.7,*
10,390,*,1,*,*,46.7,*
*,30,*,*,*,*,*,*
*,70,*,*,*,*,*,*
*,30,*,*,*,*,*,*
15,950,*,20,*,*,*,*
*,90,*,*,*,*,*,*
40,1355,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,85,*,*,*,*,*,*
5,240,*,*,*,*,87.5,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
2095,82620,95,-,541,20,37,*
*,90,*,*,*,*,*,*
2765,96310,132,-,728,40,26.4,5
*,240,-,*,-,*,*,*
*,240,*,*,*,*,*,*
420,14325,*,1,*,*,49.3,*
*,*,*,*,*,*,*,*
70,2255,*,1,*,*,14.9,*
235,7150,24,6,120,*,3.7,*
*,30,*,*,*,*,*,*
*,150,*,*,*,*,*,*
*,*,*,*,*,*,*,*
140,4650,5,1,501,*,*,*
*,120,*,*,*,*,*,*
5,230,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
100,3240,*,16,*,*,36.7,*
10,380,*,*,*,*,*,*
*,180,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,330,*,*,*,*,85.7,*
*,*,*,*,*,*,*,*
25,890,*,17,*,*,88.9,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
110,3780,5,2,284,*,25.6,10
*,*,*,*,*,*,*,*
*,120,*,*,*,*,*,*
*,*,*,*,*,*,*,*
25,820,*,*,*,*,59.3,*
*,30,*,*,*,*,*,*
-,25,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,120,*,*,*,*,*,*
190,6040,-,1,-,*,*,*
40,1370,*,1,*,*,31.1,*
*,30,*,*,*,*,*,*
100,3205,*,*,*,*,89,*
*,40,*,*,*,*,*,*
40,1395,*,*,*,*,*,*
*,30,*,*,*,*,*,*
25,885,*,*,*,*,17.2,*
*,30,*,*,*,*,*,*
15,450,*,*,*,*,93.8,*
65,1940,*,1,*,*,25,*
25,775,*,*,*,*,32,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,65,*,*,*,*,*,*
*,30,*,*,*,*,*,*
20,940,*,39,*,*,*,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,305,*,*,*,*,*,*
20,635,*,*,*,*,55,*
-,20,*,*,*,*,*,*
225,8610,4,1,37,*,6,20
5280,163405,50,-,601,15,62.2,165
10,325,*,*,*,*,*,*
110,3580,*,1,*,*,4.4,*
40,1205,*,*,*,*,19.5,*
30,1090,*,*,*,*,80.6,5
*,90,*,*,*,*,*,*
265,8010,*,*,*,*,65.2,*
*,600,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
20,610,*,*,*,*,80,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
40,1145,*,*,*,*,*,*
*,30,*,*,*,*,*,*
25,900,*,65,*,*,33.3,*
*,30,*,*,*,*,*,*
75,2335,*,105,*,*,*,*
25,1015,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
45,1315,*,*,*,*,57.8,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
65,2270,*,108,*,*,18.6,*
325,9850,41,9,78,*,74.2,15
*,90,*,*,*,*,*,*
20,1060,*,18,*,*,59,*
10,615,*,20,*,*,44.4,*
*,30,*,*,*,*,*,*
215,6545,*,7,*,5,85.8,10
65,2075,*,3,*,*,16.9,*
65,1975,*,8,*,*,11.9,*
30,960,*,*,*,*,45.2,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
40,11050,*,28,*,*,2.2,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
45,1360,*,*,*,*,43.5,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,70,*,*,*,*,*,*
*,255,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
6590,212090,39,-,805,45,16.8,230
*,180,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,*,*,*,*,*,*,*
-,15,-,*,-,*,*,*
-,*,*,*,*,*,*,*
65,2215,*,108,*,*,43.7,5
250,11470,12,1,44,*,26,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
330,9945,*,36,*,*,40.7,10
15,430,*,*,*,*,46.7,*
*,130,*,*,*,*,*,*
115,3540,*,*,*,*,90.6,*
*,*,*,*,*,*,*,*
10,425,*,*,*,*,71.4,*
140,4515,*,*,*,*,18.7,*
10,350,-,*,-,*,83.3,*
*,30,*,*,*,*,*,*
5,185,*,*,*,*,100,*
-,10,*,*,*,*,*,*
190,6020,*,49,*,*,30,*
*,*,*,*,*,*,*,*
120,3640,17,1,434,*,*,*
*,120,*,*,*,*,*,*
*,*,*,*,*,*,*,*
135,4795,6,1,13,*,15.9,*
*,30,*,*,*,*,*,*
260,8230,2,72,12,*,*,10
*,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
20,600,*,*,*,*,30,*
*,125,*,*,*,*,*,*
*,*,*,*,*,*,*,*
90,3160,13,1,216,*,*,15
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
85,2970,*,*,*,*,*,*
*,30,*,*,*,*,*,*
50,2860,*,59,*,*,53.9,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
200,7315,16,10,473,*,2.5,10
*,40,*,*,*,*,*,*
*,30,*,*,*,*,*,*
